Start training
/home/jason/Github/2025Spring/ALBEF/dataset/randaugment.py:31: RuntimeWarning: overflow encountered in scalar negative
  offset = -low * scale
/home/jason/Github/2025Spring/ALBEF/dataset/randaugment.py:31: RuntimeWarning: overflow encountered in scalar negative
  offset = -low * scale
/home/jason/Github/2025Spring/ALBEF/dataset/randaugment.py:31: RuntimeWarning: overflow encountered in scalar negative
  offset = -low * scale
/home/jason/Github/2025Spring/ALBEF/dataset/randaugment.py:31: RuntimeWarning: overflow encountered in scalar negative
  offset = -low * scale
Train Epoch: [0]  [    0/20565]  eta: 9:29:51  lr: 0.000010  loss: 23.6020  time: 1.6626  data: 0.3350  max mem: 1804
Train Epoch: [0]  [   50/20565]  eta: 3:30:50  lr: 0.000010  loss: 16.5129  time: 0.5979  data: 0.0001  max mem: 2837
Train Epoch: [0]  [  100/20565]  eta: 3:29:59  lr: 0.000010  loss: 13.5169  time: 0.6183  data: 0.0001  max mem: 2837
Train Epoch: [0]  [  150/20565]  eta: 3:29:14  lr: 0.000013  loss: 14.0854  time: 0.6205  data: 0.0001  max mem: 2963
Train Epoch: [0]  [  200/20565]  eta: 3:29:13  lr: 0.000013  loss: 11.9379  time: 0.6256  data: 0.0001  max mem: 2963
Train Epoch: [0]  [  250/20565]  eta: 3:29:11  lr: 0.000015  loss: 12.3172  time: 0.6120  data: 0.0001  max mem: 2963
Train Epoch: [0]  [  300/20565]  eta: 3:29:05  lr: 0.000015  loss: 11.6710  time: 0.6310  data: 0.0001  max mem: 2963
Train Epoch: [0]  [  350/20565]  eta: 3:28:46  lr: 0.000018  loss: 10.4605  time: 0.6272  data: 0.0001  max mem: 3141
Train Epoch: [0]  [  400/20565]  eta: 3:28:11  lr: 0.000018  loss: 10.5812  time: 0.6226  data: 0.0001  max mem: 3141
Train Epoch: [0]  [  450/20565]  eta: 3:27:40  lr: 0.000020  loss: 6.7651  time: 0.6205  data: 0.0001  max mem: 3141
Train Epoch: [0]  [  500/20565]  eta: 3:27:36  lr: 0.000020  loss: 7.8522  time: 0.6408  data: 0.0001  max mem: 3194
Train Epoch: [0]  [  550/20565]  eta: 3:27:05  lr: 0.000020  loss: 10.2337  time: 0.6133  data: 0.0001  max mem: 3194
Train Epoch: [0]  [  600/20565]  eta: 3:26:37  lr: 0.000020  loss: 9.4560  time: 0.6282  data: 0.0001  max mem: 3194
Train Epoch: [0]  [  650/20565]  eta: 3:25:55  lr: 0.000020  loss: 8.8360  time: 0.6154  data: 0.0001  max mem: 3194
Train Epoch: [0]  [  700/20565]  eta: 3:25:18  lr: 0.000020  loss: 7.3067  time: 0.6150  data: 0.0001  max mem: 3194
Train Epoch: [0]  [  750/20565]  eta: 3:24:36  lr: 0.000020  loss: 9.0012  time: 0.6131  data: 0.0001  max mem: 3194
Train Epoch: [0]  [  800/20565]  eta: 3:23:56  lr: 0.000020  loss: 6.8961  time: 0.6141  data: 0.0001  max mem: 3194
Train Epoch: [0]  [  850/20565]  eta: 3:23:31  lr: 0.000020  loss: 7.3014  time: 0.6338  data: 0.0001  max mem: 3194
Train Epoch: [0]  [  900/20565]  eta: 3:22:11  lr: 0.000020  loss: 8.7773  time: 0.6042  data: 0.0001  max mem: 3194
Train Epoch: [0]  [  950/20565]  eta: 3:21:50  lr: 0.000020  loss: 5.0542  time: 0.6230  data: 0.0001  max mem: 3194
Train Epoch: [0]  [ 1000/20565]  eta: 3:21:22  lr: 0.000020  loss: 8.1839  time: 0.6084  data: 0.0001  max mem: 3194
Train Epoch: [0]  [ 1050/20565]  eta: 3:20:40  lr: 0.000020  loss: 5.6339  time: 0.6099  data: 0.0001  max mem: 3194
Train Epoch: [0]  [ 1100/20565]  eta: 3:19:53  lr: 0.000020  loss: 4.6654  time: 0.6001  data: 0.0001  max mem: 3194
Train Epoch: [0]  [ 1150/20565]  eta: 3:19:13  lr: 0.000020  loss: 6.9434  time: 0.6114  data: 0.0001  max mem: 3194
Train Epoch: [0]  [ 1200/20565]  eta: 3:18:29  lr: 0.000020  loss: 7.3225  time: 0.5994  data: 0.0001  max mem: 3194
Train Epoch: [0]  [ 1250/20565]  eta: 3:17:48  lr: 0.000020  loss: 6.2601  time: 0.5971  data: 0.0001  max mem: 3194
Train Epoch: [0]  [ 1300/20565]  eta: 3:17:07  lr: 0.000020  loss: 6.2162  time: 0.5969  data: 0.0001  max mem: 3194
Train Epoch: [0]  [ 1350/20565]  eta: 3:16:27  lr: 0.000020  loss: 5.7576  time: 0.6039  data: 0.0001  max mem: 3194
Train Epoch: [0]  [ 1400/20565]  eta: 3:15:55  lr: 0.000020  loss: 6.6400  time: 0.6089  data: 0.0001  max mem: 3194
Train Epoch: [0]  [ 1450/20565]  eta: 3:15:24  lr: 0.000020  loss: 6.0300  time: 0.6148  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 1500/20565]  eta: 3:15:02  lr: 0.000020  loss: 4.7406  time: 0.6232  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 1550/20565]  eta: 3:14:29  lr: 0.000020  loss: 7.1544  time: 0.6103  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 1600/20565]  eta: 3:13:55  lr: 0.000020  loss: 6.0427  time: 0.6067  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 1650/20565]  eta: 3:13:24  lr: 0.000020  loss: 6.8598  time: 0.6147  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 1700/20565]  eta: 3:12:52  lr: 0.000020  loss: 6.1603  time: 0.6170  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 1750/20565]  eta: 3:12:22  lr: 0.000020  loss: 6.5586  time: 0.6149  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 1800/20565]  eta: 3:11:48  lr: 0.000020  loss: 8.0858  time: 0.6077  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 1850/20565]  eta: 3:11:19  lr: 0.000020  loss: 5.3977  time: 0.6109  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 1900/20565]  eta: 3:10:48  lr: 0.000020  loss: 8.0315  time: 0.6124  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 1950/20565]  eta: 3:10:17  lr: 0.000020  loss: 6.7064  time: 0.6047  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 2000/20565]  eta: 3:09:43  lr: 0.000020  loss: 3.3864  time: 0.6133  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 2050/20565]  eta: 3:09:08  lr: 0.000020  loss: 3.8614  time: 0.6014  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 2100/20565]  eta: 3:08:38  lr: 0.000020  loss: 7.5623  time: 0.6133  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 2150/20565]  eta: 3:08:05  lr: 0.000020  loss: 5.8747  time: 0.6119  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 2200/20565]  eta: 3:07:30  lr: 0.000020  loss: 6.7311  time: 0.6041  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 2250/20565]  eta: 3:06:57  lr: 0.000020  loss: 5.6180  time: 0.6067  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 2300/20565]  eta: 3:06:21  lr: 0.000020  loss: 5.3366  time: 0.5950  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 2350/20565]  eta: 3:05:48  lr: 0.000020  loss: 6.3341  time: 0.6033  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 2400/20565]  eta: 3:05:15  lr: 0.000020  loss: 6.0536  time: 0.6090  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 2450/20565]  eta: 3:04:44  lr: 0.000020  loss: 7.5187  time: 0.6029  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 2500/20565]  eta: 3:04:10  lr: 0.000020  loss: 5.1662  time: 0.6007  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 2550/20565]  eta: 3:03:35  lr: 0.000020  loss: 4.9817  time: 0.6002  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 2600/20565]  eta: 3:03:04  lr: 0.000020  loss: 5.7248  time: 0.6110  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 2650/20565]  eta: 3:02:32  lr: 0.000020  loss: 5.9581  time: 0.6061  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 2700/20565]  eta: 3:02:01  lr: 0.000020  loss: 4.2103  time: 0.6051  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 2750/20565]  eta: 3:01:29  lr: 0.000020  loss: 5.8954  time: 0.6067  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 2800/20565]  eta: 3:00:59  lr: 0.000020  loss: 6.9683  time: 0.6146  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 2850/20565]  eta: 3:00:28  lr: 0.000020  loss: 5.4722  time: 0.6214  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 2900/20565]  eta: 2:59:57  lr: 0.000020  loss: 9.0702  time: 0.6083  data: 0.0001  max mem: 3243
Train Epoch: [0]  [ 2950/20565]  eta: 2:59:25  lr: 0.000020  loss: 4.9913  time: 0.6065  data: 0.0001  max mem: 3243
